trade_date,price,amount,d1_origin_price,d1_price,yesterday_amount,p_banana_d1_price,p_banana_d1_amount,d5_avg_price
2015/12/27,56,17332,57.4,56,19055,50.3,2509,55.92
2015/12/29,55.9,19700,57.4,56,20250,53.4,901,56.08
2015/12/30,55.6,16931,54.8,55.9,19162,55.8,2430,56.26
2015/12/31,54.8,17392,54.4,55.6,22691,53.1,1112,56.26
2016/1/1,53.4,16115,53.4,54.8,19921,56.6,1198,55.66
2016/1/2,53.6,19556,49.2,53.4,17332,52.8,1097,55.14
2016/1/3,53,19665,48.4,53.6,19700,58.5,843,54.66
2016/1/5,52.5,18512,48.4,53,16931,58.7,271,54.08
2016/1/6,51.6,21570,46,52.5,17392,69.9,945,53.46
2016/1/7,48.5,20816,46.4,51.6,16115,60.5,1568,52.82
2016/1/8,49.1,17260,46,48.5,19556,58,1012,51.84
2016/1/9,54.6,20225,44.4,49.1,19665,63,1650,50.94
2016/1/10,54.5,25728,45,54.6,18512,58.4,2211,51.26
2016/1/12,52.6,24075,46.2,54.5,21570,58.1,1044,51.66
2016/1/13,50.9,17632,43.2,52.6,20816,53.2,1585,51.86
2016/1/14,51.7,15562,41.2,50.9,17260,66,881,52.34
2016/1/15,51.5,17294,40.4,51.7,20225,66.3,921,52.86
2016/1/16,47.8,22358,39.6,51.5,25728,53.8,1697,52.24
2016/1/17,43.9,20712,39.6,47.8,24075,54.2,1283,50.9
2016/1/19,46,17995,39.2,43.9,17632,60.1,469,49.16
2016/1/20,48.7,18624,41.2,46,15562,58,1461,48.18
2016/1/21,49.3,15841,42,48.7,17294,45.5,1502,47.58
2016/1/22,50.8,15104,42,49.3,22358,44.2,1529,47.14
2016/1/23,51.1,20372,42.4,50.8,20712,60.9,1421,47.74
2016/1/24,50.3,22146,42.4,51.1,17995,50.3,1401,49.18
2016/1/26,52.5,18213,42.4,50.3,18624,44.1,799,50.04
2016/1/27,53.3,15905,43.6,52.5,15841,56.5,835,50.8
2016/1/28,59.4,14370,45.4,53.3,15104,48.7,1094,51.6
2016/1/29,54.4,14512,46.2,59.4,20372,51.6,1119,53.32
2016/1/30,55.8,14424,48.2,54.4,22146,49,733,53.98
2016/1/31,56.5,12479,50,55.8,18213,52.1,679,55.08
2016/2/1,55.1,14447,50.4,56.5,15905,51.6,928,55.88
2016/2/2,51.2,13951,51.4,55.1,14370,46.8,529,56.24
2016/2/3,51.5,12899,53,51.2,14512,39.2,3034,54.6
2016/2/4,50.1,15422,55.2,51.5,14424,40.7,1580,54.02
2016/2/5,46.5,17685,55.4,50.1,12479,39.9,2016,52.88
2016/2/6,45.5,22109,55.6,46.5,14447,38.5,1607,50.88
2016/2/7,46.1,15571,55.8,45.5,13951,52.8,1732,48.96
2016/2/13,46.7,27546,56.2,46.1,12899,71,346,47.94
2016/2/14,49.8,22360,54.2,46.7,15422,55.8,1429,46.98
2016/2/17,52.9,25650,52,49.8,17685,57.4,1467,46.92
2016/2/18,52.5,18535,52,52.9,22109,48.4,3596,48.2
2016/2/19,56.7,13870,51.2,52.5,15571,44,1915,49.6
2016/2/20,58.7,17287,51.8,56.7,27546,54.3,1623,51.72
2016/2/21,58.3,22270,51.8,58.7,22360,44.8,2758,54.12
2016/2/25,57.5,25911,52.6,58.3,25650,54.9,1791,55.82
2016/2/26,55.3,21175,52.6,57.5,18535,48.2,3041,56.74
2016/2/27,55.8,19335,53,55.3,13870,51.8,1575,57.3
2016/2/28,55.9,15853,55,55.8,17287,51.7,1132,57.12
2016/3/1,58.9,16302,55.6,55.9,22270,46.7,1176,56.56
2016/3/2,58.8,18138,56.4,58.9,25911,44.8,2261,56.68
2016/3/3,59,12767,58.6,58.8,21175,48.3,1848,56.94
2016/3/4,62.2,15898,59.8,59,19335,48,2103,57.68
2016/3/5,60,16078,60.2,62.2,15853,52.3,1513,58.96
2016/3/6,62.2,15483,60.6,60,16302,49.6,1982,59.78
2016/3/8,69.3,15425,62.6,62.2,18138,54,2319,60.44
2016/3/9,72.3,22566,64.2,69.3,12767,49.1,3874,62.54
2016/3/10,69.7,19911,65.8,72.3,15898,47.1,2832,65.2
2016/3/11,63.8,16356,67.6,69.7,16078,50.4,1432,66.7
2016/3/12,60.4,13876,68.4,63.8,15483,48.6,1310,67.46
2016/3/13,60.1,14234,68.8,60.4,15425,59.2,844,67.1
2016/3/15,61.8,14221,67.4,60.1,22566,58.6,1292,65.26
2016/3/16,62.8,14865,68.4,61.8,19911,51,2972,63.16
2016/3/17,64.6,15662,68.2,62.8,16356,55.4,1229,61.78
2016/3/18,65.6,14532,68.6,64.6,13876,53.8,1489,61.94
2016/3/19,63.6,17401,69.6,65.6,14234,49.3,2229,62.98
2016/3/20,62.2,15714,70,63.6,14221,50.5,2270,63.68
2016/3/22,66.7,17556,70,62.2,14865,53.4,2441,63.76
2016/3/23,70.4,22964,69.6,66.7,15662,54.8,3904,64.54
2016/3/24,69.7,22418,68.8,70.4,14532,67.4,1926,65.7
2016/3/25,67.1,18385,69,69.7,17401,55.3,2054,66.52
2016/3/26,68.1,14707,68.8,67.1,15714,66.2,965,67.22
2016/3/27,66.2,18320,68.8,68.1,17556,67.8,953,68.4
2016/3/29,69.3,16130,68.8,66.2,22964,69.8,1277,68.3
2016/3/30,66,16856,69.6,69.3,22418,55.8,4126,68.08
2016/3/31,65,15050,70.2,66,18385,55.7,2621,67.34
2016/4/1,66.3,14375,70.4,65,14707,54,2325,66.92
2016/4/2,65.7,16518,70.25,66.3,18320,55.1,2922,66.56
2016/4/3,66.9,20177,70,65.7,16130,55.5,2906,66.46
2016/4/6,66.7,22048,69.75,66.9,16856,53.6,2743,65.98
2016/4/7,65.7,22919,69.25,66.7,15050,59.3,2166,66.12
2016/4/8,66.3,20318,68.75,65.7,14375,59.1,3223,66.26
2016/4/9,67,19750,67.75,66.3,16518,61,2376,66.26
2016/4/10,64.5,19343,65.5,67,20177,62.9,1694,66.52
2016/4/12,59.8,22618,63,64.5,22048,55.9,1634,66.04
2016/4/13,56.5,20223,37.25,59.8,22919,56.6,2896,64.66
2016/4/14,52.7,20256,27.25,56.5,20318,56.3,2429,62.82
2016/4/15,46.4,22254,21,52.7,19750,49,2753,60.1
2016/4/16,41.8,24354,19,46.4,19343,51.7,2075,55.98
2016/4/17,44.4,24514,18.5,41.8,22618,51.1,2581,51.44
2016/4/19,49.3,25050,18.5,44.4,20223,48,2607,48.36
2016/4/20,52.2,28451,28.75,49.3,20256,49.6,5113,46.92
2016/4/21,52.6,32876,33,52.2,22254,48.7,3523,46.82
2016/4/22,51.1,25537,31.5,52.6,24354,52.6,2136,48.06
2016/4/23,53.4,19373,31.25,51.1,24514,49.4,2511,49.92
2016/4/24,55.2,19368,33.75,53.4,25050,46.4,2521,51.72
2016/4/26,53.1,24083,33,55.2,28451,62.6,1533,52.9
2016/4/27,49.9,24605,31.5,53.1,32876,49.6,3881,53.08
2016/4/28,46.9,24674,30,49.9,25537,51.9,2877,52.54
2016/4/29,43.7,28048,28.75,46.9,19373,52.1,2331,51.7
2016/4/30,42.9,24240,26.25,43.7,19368,52.5,2474,49.76
2016/5/1,43,29854,25.75,42.9,24083,50,2217,47.3
2016/5/3,42.5,26955,28,43,24605,53,2074,45.28
2016/5/4,43.4,25378,27.5,42.5,24674,47,3878,43.8
2016/5/5,42.3,31372,31,43.4,28048,48.1,2896,43.1
2016/5/6,41.2,33958,32,42.3,24240,49.4,3038,42.82
2016/5/7,41.8,29771,31.5,41.2,29854,54.5,3821,42.48
2016/5/8,42.3,27935,30.5,41.8,26955,57.1,3292,42.24
2016/5/10,41.5,30274,30.67,42.3,25378,52.3,2336,42.2
2016/5/11,39.6,26134,29.5,41.5,31372,48.7,4279,41.82
2016/5/12,39.6,24057,28.25,39.6,33958,45.6,2851,41.28
2016/5/13,38.2,27681,29.75,39.6,29771,45.5,3744,40.96
2016/5/14,37.7,29094,28.5,38.2,27935,46,2541,40.24
2016/5/15,36.8,27854,27.25,37.7,30274,45.1,2815,39.32
2016/5/17,36.9,33420,26.33,36.8,26134,43.2,2931,38.38
2016/5/18,37.7,25856,24,36.9,24057,43.3,4413,37.84
2016/5/19,41.4,24166,24,37.7,27681,46.4,3209,37.46
2016/5/20,41.2,30558,25.5,41.4,29094,47.8,3779,38.1
2016/5/21,39.7,36598,25.5,41.2,27854,49.9,3179,38.8
2016/5/22,40.5,30320,24.5,39.7,33420,51.5,2911,39.38
2016/5/24,40.1,29919,25,40.5,25856,47.1,2504,40.1
2016/5/25,39.9,25197,26,40.1,24166,48.3,3447,40.58
2016/5/26,40.4,22704,26.5,39.9,30558,47.7,2430,40.28
2016/5/27,38.6,22624,27.5,40.4,36598,48.2,2913,40.12
2016/5/28,37.9,25430,27.5,38.6,30320,44.1,2564,39.9
2016/5/29,35.9,27326,28.25,37.9,29919,45.3,3427,39.38
2016/5/31,33.9,29172,32,35.9,25197,37.5,3019,38.54
2016/6/1,35.4,20848,29.5,33.9,22704,42.3,3877,37.34
2016/6/2,34.4,21848,30.5,35.4,22624,39.5,2907,36.34
2016/6/3,33.4,25103,26,34.4,25430,42.7,3334,35.5
2016/6/4,34.6,27834,22.5,33.4,27326,41.2,4051,34.6
2016/6/5,33.2,28780,20.75,34.6,29172,37.2,4883,34.34
2016/6/7,28.9,39400,17,33.2,20848,38.1,3136,34.2
2016/6/8,26.6,32877,12,28.9,21848,37.5,5313,32.9
2016/6/9,24.9,32107,11.25,26.6,25103,34.1,4964,31.34
2016/6/12,23.6,34890,12.75,24.9,27834,34.8,3599,29.64
2016/6/14,22.9,33315,15,23.6,28780,37,1768,27.44
2016/6/15,24.3,25474,17,22.9,39400,37.3,4139,25.38
2016/6/16,26.3,22642,17.5,24.3,32877,39.2,2876,24.46
2016/6/17,28.1,23846,19.5,26.3,32107,36.2,3946,24.4
2016/6/18,30.2,25485,20,28.1,34890,32.7,5194,25.04
2016/6/19,33,23919,20.5,30.2,33315,31.9,5413,26.36
2016/6/21,32.5,29344,20.5,33,25474,41.9,3104,28.38
2016/6/22,29.7,25758,18.75,32.5,22642,33.6,4851,30.02
2016/6/23,26.5,26532,18.5,29.7,23846,32.5,4425,30.7
2016/6/24,23.4,21812,17.75,26.5,25485,32,4163,30.38
2016/6/25,20.6,30981,17.25,23.4,23919,30.4,4139,29.02
2016/6/26,20.9,23323,16.25,20.6,29344,28.3,4468,26.54
2016/6/28,21.2,31514,20,20.9,25758,26.4,3634,24.22
2016/6/29,21.1,25856,15.25,21.2,26532,27.9,5139,22.52
2016/6/30,20.1,23865,14.75,21.1,21812,27.4,4881,21.44
2016/7/1,19.4,24666,12.5,20.1,30981,26.9,3443,20.78
2016/7/2,18.2,34313,12.2,19.4,23323,25.8,4835,20.54
2016/7/3,19.8,33364,10.8,18.2,31514,24.4,5503,20
2016/7/5,18.5,43698,10.67,19.8,25856,25.4,4952,19.72
2016/7/6,18.4,28540,10.4,18.5,23865,25.9,5600,19.2
2016/7/7,19.1,27956,9.4,18.4,24666,25.7,4977,18.86
2016/7/8,16.9,25216,9.2,19.1,34313,26.5,4215,18.8
2016/7/9,19.6,15105,10,16.9,33364,22.1,5766,18.54
2016/7/10,20.2,24346,12,19.6,43698,33.3,1085,18.5
2016/7/12,21.2,26046,12.33,20.2,28540,24.6,5313,18.84
2016/7/13,21.6,26954,17.4,21.2,27956,22.6,6873,19.4
2016/7/14,22.1,24173,18.8,21.6,25216,25.1,3341,19.9
2016/7/15,22.8,24012,22.2,22.1,15105,25.4,4774,20.94
2016/7/16,25.2,23798,22.6,22.8,24346,21.8,5606,21.58
2016/7/17,26.6,29698,28.6,25.2,26046,25.8,4925,22.58
2016/7/19,24.5,39445,32,26.6,26954,26.2,6141,23.66
2016/7/20,21.7,28262,31.8,24.5,24173,25.9,5531,24.24
2016/7/21,20,26402,32.8,21.7,24012,24.2,3434,24.16
2016/7/22,19.9,25359,33.2,20,23798,25,4035,23.6
2016/7/23,21.5,23332,32.8,19.9,29698,24.7,4193,22.54
2016/7/24,24.6,22150,33.8,21.5,39445,25,6825,21.52
2016/7/26,24.9,27604,31,24.6,28262,24.8,4057,21.54
2016/7/27,25.8,22092,30.4,24.9,26402,28,5353,22.18
2016/7/28,28,23217,29.2,25.8,25359,26.1,4654,23.34
2016/7/29,26.9,24639,28.8,28,23332,26.9,5135,24.96
2016/7/30,27.6,23168,29.6,26.9,22150,26.4,4291,26.04
2016/7/31,29.1,22183,30.4,27.6,27604,27.2,4306,26.64
2016/8/2,31.9,25454,31.67,29.1,22092,24.9,5669,27.48
2016/8/3,33.6,25961,32.6,31.9,23217,28.7,6402,28.7
2016/8/4,37.9,21577,31.8,33.6,24639,33.9,4119,29.82
2016/8/5,38.1,20413,33.8,37.9,23168,34.4,3356,32.02
2016/8/6,39.8,19230,35,38.1,22183,31.5,4694,34.12
2016/8/7,38,20086,37.2,39.8,25454,30.2,3758,36.26
2016/8/9,36.6,22431,38.33,38,25961,29.4,4101,37.48
2016/8/10,37.9,18077,41.8,36.6,21577,27.5,5653,38.08
2016/8/11,40.5,18943,44.4,37.9,20413,28.7,3363,38.08
2016/8/12,39.8,19221,46.8,40.5,19230,29.4,4051,38.56
2016/8/13,41.7,17505,47.4,39.8,20086,29.6,2790,38.56
2016/8/14,45.8,16950,49.6,41.7,22431,31.8,4324,39.3
2016/8/16,45.8,24180,51,45.8,18077,32.8,5023,41.14
2016/8/17,47.1,28389,51,45.8,18943,35.4,6646,42.72
2016/8/20,45.8,27444,52.4,47.1,19221,38,4199,44.04
2016/8/21,47.2,19978,53.4,45.8,17505,30.8,5623,45.24
2016/8/23,43.6,19479,55,47.2,16950,34.6,4319,46.34
2016/8/24,43.8,19128,56.2,43.6,24180,33.9,6720,45.9
2016/8/25,45,17172,58,43.8,28389,35.2,3661,45.5
2016/8/26,45.2,18971,58.6,45,27444,32.4,3889,45.08
2016/8/27,44.6,15566,59.4,45.2,19978,30.1,3555,44.96
2016/8/28,45.1,16363,58.2,44.6,19479,31.2,4055,44.44
2016/8/30,44.2,19372,58.67,45.1,19128,29.7,3259,44.74
2016/8/31,44.5,22627,55.2,44.2,17172,35.9,5020,44.82
2016/9/1,43,26375,54.2,44.5,18971,36.7,4718,44.72
2016/9/2,39.9,19539,50.67,43,15566,35,3634,44.28
2016/9/3,40.3,19333,49.67,39.9,16363,33.8,4114,43.34
2016/9/4,38.8,16373,46,40.3,19372,33.4,3179,42.38
2016/9/6,38.2,20909,44.33,38.8,22627,33.6,2910,41.3
2016/9/7,40,18533,42.83,38.2,26375,34.7,5437,40.04
2016/9/8,42,14978,40,40,19539,32.9,4050,39.44
2016/9/9,38.9,17982,38.83,42,19333,33.2,4501,39.86
2016/9/10,36.8,20106,37.67,38.9,16373,30.4,4246,39.58
2016/9/11,35.7,21132,36.17,36.8,20909,26.9,3688,39.18
2016/9/13,36.2,28240,36,35.7,18533,25.2,5140,38.68
2016/9/14,34.4,27370,33.67,36.2,14978,25.7,9216,37.92
2016/9/15,35.1,21791,33.83,34.4,17982,23.4,6613,36.4
2016/9/18,32.2,23104,40,35.1,20106,25.1,2593,35.64
2016/9/20,32.3,21678,42.5,32.2,21132,23.2,4018,34.72
2016/9/21,32.6,26299,38.33,32.3,28240,26.5,7611,34.04
2016/9/22,33,22675,36.33,32.6,27370,25.9,4779,33.32
2016/9/23,28.9,25956,39.67,33,21791,27.9,4395,33.04
2016/9/24,31.2,22254,39.67,28.9,23104,30.2,3522,31.8
2016/9/25,32.5,24298,40,31.2,21678,29.9,4982,31.6
2016/9/27,28.5,26779,41,32.5,26299,27.6,4601,31.64
2016/9/28,27.6,20302,35.8,28.5,22675,23.4,9062,30.82
2016/9/29,31.3,18836,34,27.6,25956,21.2,1302,29.74
2016/9/30,32.2,31253,35.4,31.3,22254,33.7,237,30.22
2016/10/1,33.9,31046,32.6,32.2,24298,28.3,7941,30.42
2016/10/2,34.7,27277,32.2,33.9,26779,21.3,10413,30.7
2016/10/4,33.8,27918,30,34.7,20302,17.7,6728,31.94
2016/10/5,35.2,25331,33,33.8,18836,21.7,6425,33.18
2016/10/6,31.4,30208,33,35.2,31253,26.3,2392,33.96
2016/10/7,26.3,31953,35.4,31.4,31046,25.9,3027,33.8
2016/10/8,28.9,25068,36.2,26.3,27277,21.7,2488,32.28
2016/10/9,32.8,24331,38,28.9,27918,31.8,1993,31.12
2016/10/11,33.1,27603,42,32.8,25331,36.7,1487,30.92
2016/10/12,32.5,23123,40.4,33.1,30208,44.4,1724,30.5
2016/10/13,33.4,26589,40.4,32.5,31953,32.6,3231,30.72
2016/10/14,38.3,28748,41.8,33.4,25068,35.8,2753,32.14
2016/10/15,39.8,25555,42.2,38.3,24331,36.3,3487,34.02
2016/10/16,39.9,24592,43,39.8,27603,39,3419,35.42
2016/10/18,39.1,35886,50,39.9,23123,32.5,2824,36.78
2016/10/19,37.2,27218,44.4,39.1,26589,37.6,2986,38.1
2016/10/20,38,24138,48.2,37.2,28748,36.4,1978,38.86
2016/10/21,38.5,23363,49.8,38,25555,31.4,2708,38.8
2016/10/22,38.2,23570,49.8,38.5,24592,36.3,3131,38.54
2016/10/23,37.8,24815,49.8,38.2,35886,35.7,2214,38.2
2016/10/25,38.8,24999,49.8,37.8,27218,35.3,1907,37.94
2016/10/26,39.2,23780,47.8,38.8,24138,39.1,2437,38.26
2016/10/27,38.7,24172,49,39.2,23363,43.3,2035,38.5
2016/10/28,37.2,24863,48.6,38.7,23570,41.9,1893,38.54
2016/10/29,36.5,26627,46.2,37.2,24815,48.7,2014,38.34
2016/10/30,38.8,27339,45.6,36.5,24999,43.4,3239,38.08
2016/11/1,40.2,29172,40,38.8,23780,43.7,2992,38.08
2016/11/2,40,26069,41.6,40.2,24172,39.7,4348,38.28
2016/11/3,38.7,22358,42.2,40,24863,35.3,2102,38.54
2016/11/4,39.9,20625,42.8,38.7,26627,35.4,1999,38.84
2016/11/5,43.3,18977,41.4,39.9,27339,43.2,2602,39.52
2016/11/6,45.4,20130,40,43.3,29172,44,2571,40.42
2016/11/8,45.6,22329,50,45.4,26069,39.5,1834,41.46
2016/11/9,50.5,18464,42.2,45.6,22358,48,2775,42.58
2016/11/10,55.2,19185,42.2,50.5,20625,47.9,1193,44.94
2016/11/11,56.9,15876,43.8,55.2,18977,44.3,852,48
2016/11/12,56.4,19625,48.6,56.9,20130,42.6,1852,50.72
2016/11/13,55.6,23686,49.2,56.4,22329,41.8,3852,52.92
2016/11/15,54.4,22420,60,55.6,18464,46.2,2105,54.92
2016/11/16,57.4,21858,50.8,54.4,19185,44.1,2295,55.7
2016/11/17,56.8,16079,52.6,57.4,15876,45.5,1360,56.14
2016/11/18,57.5,15210,54,56.8,19625,41.9,1323,56.12
2016/11/19,60.7,14045,55.2,57.5,23686,50.9,1622,56.34
2016/11/20,58.4,19353,57.2,60.7,22420,53.1,2285,57.36
2016/11/22,52.6,21003,67,58.4,21858,54.6,1835,58.16
2016/11/23,48.5,16783,60,52.6,16079,49.3,2963,57.2
2016/11/24,53,14613,63,48.5,15210,37.9,1763,55.54
2016/11/25,57.2,17790,63.4,53,14045,43,546,54.64
2016/11/26,62.5,16830,61.8,57.2,19353,57.9,1349,53.94
2016/11/27,64.2,15081,63.2,62.5,21003,60.9,2104,54.76
2016/11/29,64.9,24406,70,64.2,16783,52.6,1557,57.08
2016/11/30,65.4,19701,64.4,64.9,14613,56.3,1796,60.36
2016/12/1,67.2,16753,65,65.4,17790,57.4,1465,62.84
2016/12/2,65.1,18004,65.8,67.2,16830,65.6,864,64.84
2016/12/3,63.8,16915,66.4,65.1,15081,62,1433,65.36
2016/12/4,62.6,18695,69.2,63.8,24406,56.6,2246,65.28
2016/12/6,61.3,15516,70.5,62.6,19701,46.3,1230,64.82
2016/12/7,67.2,14706,69.8,61.3,16753,52.8,2620,64
2016/12/8,74.3,15225,71,67.2,18004,63.9,1209,64
2016/12/9,73.1,13997,74,74.3,16915,62.7,1105,65.84
2016/12/10,72.5,13659,73.8,73.1,18695,54.5,1959,67.7
2016/12/11,75.8,16324,75.4,72.5,15516,66.3,1946,69.68
2016/12/13,69.2,17910,80,75.8,14706,53.5,1891,72.58
2016/12/14,70.2,17536,76.2,69.2,15225,60.1,1961,72.98
2016/12/15,71.2,14830,77.6,70.2,13997,58.3,1046,72.16
2016/12/16,71.4,13478,79.8,71.2,13659,62.3,1257,71.78
2016/12/17,75.2,11657,80.4,71.4,16324,66.6,1279,71.56
2016/12/18,73.2,12058,81.6,75.2,17910,64.3,1174,71.44
2016/12/20,70.4,13414,84,73.2,17536,65.1,1022,72.24
2016/12/21,73,13179,84.8,70.4,14830,67.1,1509,72.28
2016/12/22,70.8,11932,86.2,73,13478,80.4,655,72.64
2016/12/23,74.3,11685,88.2,70.8,11657,65.2,897,72.52
2016/12/24,75.6,10046,89,74.3,12058,75.6,811,72.34
2016/12/25,75,12570,90.8,75.6,13414,65.4,1873,72.82
2016/12/27,74.3,12704,92,75,13179,65.5,1118,73.74
2016/12/28,79.5,15953,93.8,74.3,11932,64.1,2705,74
2016/12/29,74.2,16108,99,79.5,11685,67.1,1306,75.74
2016/12/30,76.3,12449,100.4,74.2,10046,70.5,1272,75.72
2016/12/31,78.4,11715,104,76.3,12570,72.5,996,75.86
2017/1/1,76.7,10093,101.25,78.4,12704,78.4,839,76.54
2017/1/3,75.2,10125,105,76.7,15953,61.1,982,77.02
2017/1/4,79.7,12539,98,75.2,16108,70,589,76.16
2017/1/5,78,11427,96.6,79.7,12449,76.9,1186,77.26
2017/1/6,82,8605,92,78,11715,76.6,1240,77.6
2017/1/7,76.3,8865,91,82,10093,79.2,1029,78.32
2017/1/8,74.9,13413,93,76.3,10125,81.9,1337,78.24
2017/1/10,75.9,10444,95,74.9,12539,78.9,698,78.18
2017/1/11,79.9,11775,94.6,75.9,11427,80,1879,77.42
2017/1/12,79.3,14710,94.4,79.9,8605,69.4,1329,77.8
2017/1/13,77.2,11649,97,79.3,8865,69.8,1119,77.26
2017/1/14,78,7533,99.6,77.2,13413,78.1,581,77.44
2017/1/15,96.5,5919,101,78,10444,68.8,821,78.06
2017/1/17,82.1,8936,110,96.5,11775,69.1,814,82.18
2017/1/18,86.5,9943,103,82.1,14710,68,1868,82.62
2017/1/19,89.8,9208,106,86.5,11649,74.3,1483,84.06
2017/1/20,84.8,8282,112,89.8,7533,72.8,1483,86.58
2017/1/21,86.6,8185,114,84.8,5919,70.7,1444,87.94
2017/1/22,85.5,9164,114,86.6,8936,59.9,1385,85.96
2017/1/24,88,12576,112.5,85.5,9943,64.8,1422,86.64
2017/1/25,75.7,12352,106,88,9208,57.8,2332,86.94
2017/1/26,83.9,11459,102.6,75.7,8282,56.8,1715,84.12
2017/1/27,74.7,8955,104,83.9,8185,63.8,1072,83.94
2017/2/2,80,8986,105,74.7,9164,89.6,300,81.56
2017/2/3,80,11384,100.4,80,12576,105.8,722,80.46
2017/2/4,85.8,12980,101.4,80,12352,80.7,1347,78.86
2017/2/7,78.4,11827,101.5,85.8,11459,82.9,1385,80.88
2017/2/8,81.6,8954,101.6,78.4,8955,91.6,1831,79.78
2017/2/9,80.8,10324,104.6,81.6,8986,84.7,1299,81.16
2017/2/10,82.9,12137,104.4,80.8,11384,85.9,1676,81.32
2017/2/11,80.1,11116,105.4,82.9,12980,74.1,1791,81.9
2017/2/14,79.1,11115,110,80.1,11827,75.5,1267,80.76
2017/2/15,80.1,8510,99.6,79.1,8954,71.6,1923,80.9
2017/2/16,87.6,9325,102.6,80.1,10324,61.1,923,80.6
2017/2/17,82.3,7820,104.6,87.6,12137,97.4,664,81.96
2017/2/18,82.7,7985,106,82.3,11116,81.4,1087,81.84
2017/2/19,81.6,9465,106.6,82.7,11115,72.3,981,82.36
2017/2/21,83.3,8440,110,81.6,8510,61.7,595,82.86
2017/2/22,80.8,11302,100.4,83.3,9325,85.4,1669,83.5
2017/2/23,80.4,10463,99.8,80.8,7820,87.3,1007,82.14
2017/2/24,86.9,10908,101.4,80.4,7985,81.2,1569,81.76
2017/2/25,82,12158,100,86.9,9465,74.4,1658,82.6
2017/2/26,75.7,13197,98,82,8440,76.1,1726,82.68
2017/2/28,78.7,10299,100,75.7,11302,77.7,1327,81.16
2017/3/1,82.2,11390,88,78.7,10463,85.3,1000,80.74
2017/3/2,77.7,15493,86,82.2,10908,81.3,656,81.1
2017/3/3,79.6,9285,81,77.7,12158,70.6,1742,79.26
2017/3/4,69.7,16956,67,79.6,13197,71.9,1240,78.78
2017/3/5,74.4,11580,63,69.7,10299,64.8,1764,77.58
2017/3/7,78.6,12092,65,74.4,11390,60.3,1211,76.72
2017/3/8,74.1,13346,59,78.6,15493,61.7,2060,76
2017/3/9,72.8,11764,60,74.1,9285,73.6,1259,75.28
2017/3/10,72.2,13794,60.4,72.8,16956,72.5,998,73.92
2017/3/11,75,13915,61,72.2,11580,68.7,1759,74.42
2017/3/12,76.6,14666,61.6,75,12092,71.4,1732,74.54
2017/3/14,72.6,14293,60,76.6,13346,71.1,1677,74.14
2017/3/15,76.3,16613,63.4,72.6,11764,64.9,2107,73.84
2017/3/16,73.3,11227,65.4,76.3,13794,73.6,1424,74.54
2017/3/17,71.7,11138,65,73.3,13915,62.1,1196,74.76
2017/3/18,74.9,10303,68.2,71.7,14666,71.4,1615,74.1
2017/3/19,74.3,13954,69.6,74.9,14293,63.6,1996,73.76
2017/3/21,71.5,12545,70,74.3,16613,66.3,1212,74.1
2017/3/22,72.7,13550,74,71.5,11227,63,2784,73.14
2017/3/23,73.8,12255,75.4,72.7,11138,62,1614,73.02
2017/3/24,73.5,13611,75.4,73.8,10303,63.2,1809,73.44
2017/3/25,76.2,12945,75.8,73.5,13954,62.9,2449,73.16
2017/3/26,76.6,16069,75.4,76.2,12545,63.9,2836,73.54
2017/3/28,73.7,21340,77,76.6,13550,67.2,2121,74.56
2017/3/29,77.5,15406,74.4,73.7,12255,68.1,2947,74.76
2017/3/30,72.8,12074,74.8,77.5,13611,83.3,1461,75.5
2017/3/31,72.2,11886,76,72.8,12945,80.6,1650,75.36
2017/4/1,72.9,14743,76.4,72.2,16069,67.2,2545,74.56
2017/4/2,73.8,16025,76,72.9,21340,59.5,3172,73.82
2017/4/3,70.6,11670,75.5,73.8,15406,70.5,1361,73.84
2017/4/6,72.3,16182,74.5,70.6,12074,67.8,969,72.46
2017/4/7,69.3,15427,73.75,72.3,11886,55.6,3354,72.36
2017/4/8,73.6,13320,76.25,69.3,14743,70.5,2027,71.78
2017/4/9,77.2,15700,76.75,73.6,16025,70.8,2579,71.92
2017/4/11,71.5,19760,78,77.2,11670,72.3,2756,72.6
2017/4/12,72,17493,77.75,71.5,16182,67.2,3840,72.78
2017/4/13,69.6,14645,78.75,72,15427,63.8,1803,72.72
2017/4/14,71.1,12907,79,69.6,13320,74.7,1594,72.78
2017/4/15,72.6,14212,80,71.1,15700,74,1541,72.28
2017/4/16,69.8,15290,78.75,72.6,19760,68.3,2502,71.36
2017/4/18,72.3,16415,77.25,69.8,17493,67.2,2734,71.02
2017/4/19,71.9,14765,68.75,72.3,14645,57.1,4145,71.08
2017/4/20,69,16388,68.75,71.9,12907,62.5,2800,71.54
2017/4/21,63.6,17166,68.75,69,14212,55,2351,71.12
2017/4/22,59.1,16549,66.5,63.6,15290,55.7,2408,69.32
2017/4/23,64.3,15075,63.75,59.1,16415,54.4,2320,67.18
2017/4/25,70,21498,65,64.3,14765,67.3,1899,65.58
2017/4/26,67.1,25906,60,70,16388,63.2,4193,65.2
2017/4/27,68.5,19112,56.5,67.1,17166,59.5,2604,64.82
2017/4/28,66.3,20190,49.5,68.5,16549,60.8,1882,65.8
2017/4/29,66.7,18261,47.75,66.3,15075,69.5,1415,67.24
2017/4/30,62.8,18492,48,66.7,21498,64,1727,67.72
